"Date","Price","Open","High","Low","Vol.","Change %"
"05/12/2021","11,863.92","11,975.64","11,975.64","11,797.65","162.75M","-0.67%"
"05/11/2021","11,943.71","11,970.06","11,970.06","11,903.09","50.05M","-0.67%"
"05/10/2021","12,023.99","12,065.50","12,077.66","11,979.90","56.53M","0.00%"
"05/07/2021","12,024.56","12,058.54","12,099.88","11,997.37","55.46M","0.12%"
"05/06/2021","12,010.31","11,906.48","12,060.77","11,813.46","32.70M","1.18%"
"05/05/2021","11,870.58","11,837.90","11,884.21","11,776.05","31.54M","1.08%"
"05/04/2021","11,743.19","11,914.12","11,914.94","11,703.39","68.07M","-0.89%"
"05/03/2021","11,848.44","11,749.58","11,892.88","11,685.08","39.55M","0.39%"
"04/30/2021","11,802.88","11,859.44","12,007.32","11,760.37","31.19M","-0.84%"
"04/29/2021","11,902.99","12,039.14","12,045.76","11,879.07","58.50M","-0.31%"
"04/28/2021","11,939.71","11,944.43","11,966.63","11,872.01","36.81M","0.49%"
"04/27/2021","11,881.66","11,829.42","11,893.35","11,825.16","36.62M","0.68%"
"04/26/2021","11,801.88","11,774.82","11,883.30","11,726.93","37.61M","0.22%"
"04/23/2021","11,775.69","11,864.16","11,906.73","11,740.27","44.32M","-0.96%"
"04/22/2021","11,889.39","11,895.90","11,970.18","11,830.45","38.96M","-0.09%"
"04/20/2021","11,899.99","12,118.44","12,123.22","11,827.52","39.46M","-0.77%"
"04/19/2021","11,992.81","11,943.72","12,103.43","11,832.36","35.11M","-0.52%"
"04/16/2021","12,055.22","12,067.97","12,141.62","12,026.16","31.57M","0.40%"
"04/15/2021","12,006.88","11,883.34","12,047.47","11,713.34","40.78M","0.14%"
"04/13/2021","11,990.31","12,263.07","12,265.85","11,840.91","42.39M","-2.05%"
"04/12/2021","12,241.83","12,655.92","12,656.00","12,198.06","82.09M","-2.53%"
"04/09/2021","12,559.61","12,569.88","12,624.07","12,488.98","36.11M","0.42%"
"04/08/2021","12,506.77","12,434.10","12,607.77","12,402.34","57.65M","0.93%"
"04/07/2021","12,391.12","12,264.41","12,419.36","12,229.86","41.46M","1.08%"
"04/06/2021","12,258.14","12,319.13","12,331.28","12,199.28","56.58M","0.22%"
"04/05/2021","12,231.07","12,053.55","12,275.47","12,011.51","62.47M","1.67%"
"04/01/2021","12,030.57","12,004.40","12,098.47","11,952.11","91.25M","0.93%"
"03/31/2021","11,919.91","12,007.49","12,047.08","11,894.62","95.34M","-0.86%"
"03/30/2021","12,023.54","11,714.64","12,072.36","11,701.94","54.58K","3.09%"
"03/26/2021","11,663.55","11,676.58","11,809.55","11,616.14","177.60M","0.57%"
"03/25/2021","11,598.00","11,800.06","11,802.91","11,545.83","272.60M","-1.98%"
"03/24/2021","11,831.92","11,902.56","11,968.73","11,814.54","37.21M","-1.15%"
"03/23/2021","11,970.15","11,983.79","12,059.31","11,884.50","46.07M","0.12%"
"03/22/2021","11,956.35","11,800.69","11,991.35","11,686.45","53.84M","1.43%"
"03/19/2021","11,788.04","11,662.48","11,831.95","11,559.40","58.66M","0.80%"
"03/18/2021","11,695.03","12,060.27","12,091.13","11,522.19","55.51M","-2.54%"
"03/17/2021","12,000.35","12,100.86","12,180.09","11,969.26","54.71M","-0.62%"
"03/16/2021","12,074.63","11,981.17","12,190.54","11,981.17","56.98M","1.08%"
"03/15/2021","11,946.13","11,884.74","11,991.44","11,808.30","45.02M","0.21%"
"03/12/2021","11,920.74","11,979.73","12,094.75","11,895.34","57.10M","-0.20%"
"03/10/2021","11,944.71","11,891.40","11,991.32","11,845.03","46.03M","1.40%"
"03/09/2021","11,780.07","11,710.46","11,809.12","11,579.09","82.61M","0.65%"
"03/08/2021","11,704.38","11,719.05","11,788.06","11,626.24","65.40M","0.80%"
"03/05/2021","11,611.79","11,758.87","11,825.83","11,559.95","106.80M","-1.52%"
"03/04/2021","11,790.50","11,764.36","11,945.19","11,719.98","60.82M","-0.58%"
"03/03/2021","11,859.14","11,743.79","11,879.10","11,657.88","55.39M","1.86%"
"03/02/2021","11,642.16","11,447.67","11,685.00","11,406.00","83.00M","2.84%"
"03/01/2021","11,320.81","11,350.86","11,439.77","11,269.36","63.50M","0.78%"
"02/26/2021","11,232.82","11,398.94","11,477.35","11,195.80","64.35M","-2.60%"
"02/25/2021","11,532.26","11,590.76","11,665.74","11,515.33","64.33M","0.60%"
"02/24/2021","11,463.93","11,444.73","11,483.56","11,090.21","94.88M","0.39%"
"02/23/2021","11,419.10","11,447.89","11,600.93","11,380.69","82.66M","0.09%"
"02/22/2021","11,408.74","11,742.47","11,782.80","11,366.00","88.78M","-2.53%"
"02/19/2021","11,705.11","11,771.16","11,776.08","11,615.55","109.94M","-0.28%"
"02/18/2021","11,738.18","11,697.63","11,822.54","11,660.51","55.69M","0.29%"
"02/17/2021","11,704.33","11,762.61","11,817.85","11,647.52","88.06M","-0.53%"
"02/16/2021","11,766.33","11,941.66","11,941.66","11,740.50","48.74M","-0.84%"
"02/15/2021","11,866.25","12,012.85","12,016.87","11,850.68","73.84M","-0.42%"
"02/12/2021","11,916.02","11,948.99","12,078.25","11,890.53","93.11M","0.09%"
"02/11/2021","11,904.95","11,868.95","11,921.61","11,831.30","172.76K","0.23%"
"02/10/2021","11,878.16","11,917.53","11,917.53","11,780.58","54.72M","-0.10%"
"02/09/2021","11,890.60","11,939.91","12,088.65","11,843.57","111.37M","-0.28%"
"02/08/2021","11,924.14","11,775.73","11,951.93","11,722.39","55.90K","2.10%"
"02/05/2021","11,679.05","11,884.20","11,906.21","11,620.19","66.15M","-1.30%"
"02/04/2021","11,833.42","11,927.00","11,950.53","11,805.27","61.14M","-0.41%"
"02/03/2021","11,882.54","11,854.42","12,011.53","11,744.62","105.84M","0.93%"
"02/02/2021","11,772.74","11,692.27","11,842.93","11,653.64","77.22M","1.79%"
"02/01/2021","11,565.75","11,428.20","11,641.46","11,299.56","90.78M","1.62%"
"01/29/2021","11,380.96","11,783.92","11,790.00","11,342.59","76.19M","-2.63%"
"01/28/2021","11,688.46","11,770.59","11,840.36","11,663.03","103.48M","-1.62%"
"01/27/2021","11,881.06","11,955.19","12,022.87","11,774.46","111.09M","-0.75%"
"01/25/2021","11,970.25","12,137.18","12,170.73","11,918.16","116.62M","-1.09%"
"01/22/2021","12,102.49","12,067.97","12,200.02","12,041.28","103.73M","-0.13%"
"01/21/2021","12,118.37","12,321.39","12,340.17","12,067.87","91.90M","-0.90%"
"01/20/2021","12,227.96","12,068.53","12,269.47","12,068.48","71.38M","1.48%"
"01/19/2021","12,049.06","12,006.43","12,110.90","12,006.43","98.08M","0.74%"
"01/18/2021","11,959.97","12,191.61","12,192.40","11,928.97","116.80M","-1.75%"
"01/15/2021","12,172.72","12,380.11","12,380.11","12,138.10","315.23M","-1.10%"
"01/14/2021","12,308.29","12,243.04","12,392.31","11,972.03","68.76M","-0.06%"
"01/13/2021","12,315.43","12,364.07","12,364.07","12,187.78","166.93M","0.52%"
"01/12/2021","12,252.09","12,247.67","12,284.73","12,125.39","118.81M","0.38%"
"01/11/2021","12,205.72","12,077.45","12,232.16","12,030.37","95.31M","3.11%"
"01/08/2021","11,837.14","11,621.29","11,861.65","11,616.35","127.63M","3.07%"
"01/07/2021","11,484.63","11,647.52","11,654.05","11,410.49","135.61M","-0.42%"
"01/06/2021","11,532.94","11,642.47","11,711.79","11,442.89","138.41M","-0.63%"
"01/05/2021","11,605.94","11,460.80","11,637.49","11,422.46","133.04M","1.06%"
"01/04/2021","11,484.08","11,292.56","11,499.21","11,220.96","192.70M","2.48%"
"01/01/2021","11,206.43","11,120.90","11,227.80","11,112.06","127.01M","0.95%"
"12/31/2020","11,101.22","11,102.24","11,115.42","11,041.78","281.33M","-0.13%"
"12/30/2020","11,115.80","11,172.78","11,177.42","11,058.02","112.89M","-0.22%"
"12/29/2020","11,140.81","11,088.82","11,198.16","11,087.91","111.66M","0.50%"
"12/28/2020","11,085.45","11,066.57","11,128.68","11,052.45","124.84M","0.47%"
"12/24/2020","11,033.61","11,172.26","11,172.26","10,948.89","159.60M","-0.39%"
"12/23/2020","11,076.63","10,959.25","11,110.24","10,909.14","238.16M","2.20%"
"12/22/2020","10,838.43","10,536.01","10,872.06","10,481.63","140.14M","3.01%"
"12/21/2020","10,521.78","10,722.88","10,842.99","10,334.51","99.61M","-1.96%"
"12/18/2020","10,731.86","10,720.17","10,806.93","10,690.14","72.45M","1.27%"
"12/17/2020","10,597.54","10,620.39","10,657.54","10,577.03","80.87M","-0.13%"
"12/16/2020","10,611.17","10,540.75","10,624.23","10,485.59","69.43M","1.14%"
"12/15/2020","10,491.70","10,491.27","10,517.30","10,442.75","58.37M","-0.19%"
"12/14/2020","10,512.00","10,545.19","10,559.61","10,407.29","119.63M","0.21%"
"12/11/2020","10,490.01","10,544.48","10,574.95","10,423.29","148.43M","-0.26%"
"12/10/2020","10,517.59","10,532.11","10,543.61","10,465.25","68.62M","-0.59%"
"12/09/2020","10,580.49","10,565.31","10,614.98","10,534.22","146.13M","0.97%"
"12/08/2020","10,479.17","10,418.47","10,547.46","10,373.69","58.66M","0.77%"
"12/07/2020","10,398.95","10,337.89","10,413.18","10,304.31","43.37M","0.94%"
"12/04/2020","10,302.25","10,244.76","10,313.73","10,212.27","42.71M","0.69%"
"12/03/2020","10,231.38","10,362.69","10,362.69","10,213.42","65.87M","-0.55%"
"12/02/2020","10,287.96","10,208.45","10,312.52","10,120.74","138.35M","0.76%"
"12/01/2020","10,210.86","10,024.02","10,229.16","9,974.11","98.68M","2.42%"
"11/27/2020","9,969.28","10,056.12","10,099.67","9,945.93","54.83M","-0.97%"
"11/26/2020","10,067.14","10,037.79","10,094.49","9,940.58","86.70M","0.50%"
"11/25/2020","10,017.32","10,200.66","10,219.03","9,996.25","122.57M","-1.66%"
"11/24/2020","10,186.66","10,229.88","10,302.82","10,164.93","116.41M","0.03%"
"11/23/2020","10,183.87","10,002.24","10,203.42","9,956.01","65.08M","2.31%"
"11/20/2020","9,953.55","9,891.10","9,981.12","9,815.51","147.30M","1.43%"
"11/19/2020","9,813.31","9,881.16","9,954.06","9,802.13","71.24M","-0.87%"
"11/18/2020","9,899.09","10,012.66","10,022.43","9,825.34","52.26M","-1.01%"
"11/17/2020","10,000.24","10,098.40","10,128.37","9,975.17","156.95M","-0.42%"
"11/14/2020","10,042.41","10,081.73","10,081.94","10,035.82","61.28M","0.69%"
"11/13/2020","9,973.87","9,958.58","10,010.70","9,914.96","53.85M","-0.04%"
"11/12/2020","9,977.42","9,996.83","10,114.16","9,955.65","27.65M","-0.22%"
"11/11/2020","9,998.94","9,839.42","10,012.11","9,811.35","32.74M","1.99%"
"11/10/2020","9,804.05","10,119.36","10,119.36","9,750.34","35.98M","-3.27%"
"11/09/2020","10,135.60","10,073.35","10,162.94","10,046.81","43.59M","1.74%"
"11/06/2020","9,962.27","9,936.87","9,998.29","9,855.02","37.50M","0.52%"
"11/05/2020","9,910.47","9,908.62","10,000.20","9,862.82","32.08M","1.37%"
"11/04/2020","9,776.61","9,637.01","9,943.00","9,627.61","30.00M","1.50%"
"11/03/2020","9,632.43","9,691.32","9,749.20","9,607.56","32.95M","-0.22%"
"11/02/2020","9,653.21","9,698.78","9,704.30","9,572.41","55.92M","-0.11%"
"10/30/2020","9,663.63","9,688.57","9,797.20","9,571.79","99.06M","-0.26%"
"10/29/2020","9,689.13","9,586.04","9,736.06","9,565.54","40.79M","0.15%"
"10/28/2020","9,674.87","9,821.79","9,881.28","9,625.56","52.83M","-0.66%"
"10/27/2020","9,739.31","9,857.39","9,905.24","9,694.85","29.56M","-1.24%"
"10/26/2020","9,861.29","9,940.67","9,996.34","9,805.45","37.64M","-0.75%"
"10/23/2020","9,936.09","9,999.72","10,024.20","9,923.12","65.88M","-0.14%"
"10/22/2020","9,949.72","9,954.74","10,056.60","9,889.41","46.73M","-0.33%"
"10/21/2020","9,982.82","10,026.11","10,077.40","9,893.47","57.19M","-0.12%"
"10/20/2020","9,994.58","9,820.26","10,049.12","9,808.17","102.89M","1.64%"
"10/19/2020","9,833.17","9,949.69","9,951.14","9,810.52","45.99M","-0.49%"
"10/16/2020","9,881.31","9,879.29","9,987.95","9,737.39","31.29M","0.54%"
"10/15/2020","9,827.83","10,280.47","10,298.53","9,741.57","57.90M","-2.75%"
"10/14/2020","10,106.14","10,274.65","10,274.65","10,081.02","32.76K","-1.34%"
"10/13/2020","10,242.95","10,171.39","10,292.35","10,153.74","29.39M","1.04%"
"10/12/2020","10,137.42","10,115.54","10,175.54","10,045.57","32.15M","0.99%"
"10/09/2020","10,037.81","10,015.43","10,066.68","9,925.72","26.22M","0.51%"
"10/08/2020","9,986.58","9,946.88","10,191.39","9,921.98","46.86M","2.73%"
"10/07/2020","9,720.87","9,667.93","9,768.24","9,618.10","51.69M","0.40%"
"10/06/2020","9,681.95","9,698.60","9,706.83","9,531.20","49.14M","0.60%"
"10/05/2020","9,624.14","9,433.06","9,672.61","9,432.77","58.13M","3.23%"
"10/01/2020","9,322.76","9,297.79","9,343.58","9,270.26","55.42M","1.19%"
"09/30/2020","9,213.19","9,263.70","9,286.43","9,173.88","78.38M","-0.18%"
"09/29/2020","9,229.41","9,281.71","9,361.48","9,202.12","67.59M","0.00%"
"09/28/2020","9,229.85","9,257.89","9,260.46","9,100.17","100.62M","0.51%"
"09/25/2020","9,183.02","8,942.27","9,203.68","8,898.73","137.51M","4.02%"
"09/24/2020","8,828.53","9,113.82","9,115.96","8,799.66","119.19M","-4.25%"
"09/23/2020","9,220.84","9,386.19","9,434.05","9,125.34","106.95M","-1.37%"
"09/22/2020","9,349.30","9,324.73","9,465.52","9,145.44","76.03M","0.67%"
"09/21/2020","9,287.05","9,392.64","9,551.74","9,246.76","78.92M","-0.96%"
"09/18/2020","9,377.44","9,414.68","9,460.45","9,350.69","70.45M","0.22%"
"09/17/2020","9,357.15","9,311.34","9,418.24","9,283.35","47.94M","0.07%"
"09/16/2020","9,351.03","9,326.38","9,370.92","9,261.37","33.80M","0.67%"
"09/15/2020","9,288.72","9,245.48","9,378.93","9,195.17","137.70M","0.49%"
"09/14/2020","9,243.35","8,984.61","9,283.47","8,984.61","75.68M","3.57%"
"09/11/2020","8,924.41","8,854.11","8,974.09","8,831.77","59.05M","0.76%"
"09/10/2020","8,857.34","8,884.02","8,899.37","8,805.57","63.16M","0.33%"
"09/09/2020","8,828.19","8,794.84","8,902.98","8,791.70","116.72M","-0.59%"
"09/08/2020","8,880.91","8,879.18","9,015.65","8,850.10","87.20M","0.31%"
"09/07/2020","8,853.12","8,803.04","8,866.25","8,738.43","214.55M","0.72%"
"09/04/2020","8,789.84","8,741.67","8,884.08","8,741.40","377.22M","-1.46%"
"09/03/2020","8,920.48","8,816.39","8,978.58","8,815.31","368.39M","1.34%"
"09/02/2020","8,802.66","8,728.16","8,813.84","8,717.39","149.67M","1.27%"
"09/01/2020","8,692.63","8,718.79","8,799.46","8,668.02","233.90M","-0.12%"
"08/31/2020","8,703.30","8,784.94","8,891.21","8,631.34","157.46M","-0.83%"
"08/28/2020","8,776.32","8,819.28","8,850.17","8,763.95","326.99M","0.00%"
"08/27/2020","8,776.40","8,851.12","8,878.25","8,766.40","60.61M","-0.37%"
"08/26/2020","8,809.28","8,761.79","8,821.15","8,721.25","39.74M","0.57%"
"08/25/2020","8,759.70","8,815.17","8,823.41","8,733.50","36.40M","-0.39%"
"08/24/2020","8,794.37","8,795.72","8,817.25","8,722.27","124.87M","0.15%"
"08/21/2020","8,781.06","8,863.02","8,888.50","8,772.05","38.70M","-0.48%"
"08/20/2020","8,823.59","8,839.68","8,900.10","8,803.36","47.41M","-0.53%"
"08/19/2020","8,870.90","8,895.78","8,908.66","8,858.02","35.91M","-0.02%"
"08/18/2020","8,873.10","8,858.39","8,895.66","8,822.98","42.25M","0.64%"
"08/17/2020","8,816.58","8,785.58","8,869.33","8,782.47","39.13K","0.64%"
"08/14/2020","8,760.09","8,849.76","8,865.26","8,739.54","58.76M","-0.49%"
"08/13/2020","8,803.53","8,830.29","8,907.45","8,784.32","52.66M","-0.21%"
"08/12/2020","8,821.68","8,792.48","8,837.23","8,755.80","58.98M","0.43%"
"08/11/2020","8,784.31","8,850.58","8,907.87","8,776.45","43.05M","-0.44%"
"08/10/2020","8,823.18","8,850.59","8,883.72","8,813.39","81.04K","0.13%"
"08/07/2020","8,811.88","8,898.92","8,898.92","8,797.89","116.63M","-0.86%"
"08/06/2020","8,888.16","8,786.91","8,909.72","8,758.30","45.23M","1.76%"
"08/05/2020","8,734.51","8,753.97","8,839.86","8,687.24","66.38M","0.07%"
"08/04/2020","8,727.98","8,795.99","8,838.25","8,679.20","75.67M","-0.45%"
"08/03/2020","8,767.84","8,851.73","8,852.05","8,710.42","109.66M","-0.82%"
"07/31/2020","8,840.22","8,854.03","8,963.82","8,761.52","87.76M","0.42%"
"07/30/2020","8,803.66","8,862.85","8,968.81","8,783.02","110.86M","0.07%"
"07/29/2020","8,797.79","8,830.44","8,891.94","8,754.21","102.46M","-0.78%"
"07/28/2020","8,867.18","8,697.84","8,892.06","8,674.30","69.20M","2.18%"
"07/27/2020","8,678.25","8,520.23","8,715.86","8,499.48","59.98M","1.85%"
"07/24/2020","8,520.79","8,416.37","8,530.55","8,393.31","50.04M","0.76%"
"07/23/2020","8,456.85","8,499.34","8,506.15","8,422.86","41.75M","-0.59%"
"07/22/2020","8,506.84","8,624.04","8,628.91","8,460.22","108.01M","-1.06%"
"07/21/2020","8,597.87","8,687.51","8,717.02","8,562.08","98.98M","-0.06%"
"07/20/2020","8,603.31","8,443.72","8,661.39","8,442.89","122.45M","2.17%"
"07/17/2020","8,420.82","8,492.57","8,502.32","8,369.55","126.02M","-0.42%"
"07/16/2020","8,456.45","8,491.12","8,719.28","8,372.03","161.05M","3.07%"
"07/15/2020","8,204.51","8,044.84","8,339.28","8,030.69","97.84M","3.13%"
"07/14/2020","7,955.23","8,059.43","8,112.05","7,942.15","63.58M","-1.34%"
"07/13/2020","8,063.47","7,982.80","8,082.32","7,966.66","57.77M","1.61%"
"07/10/2020","7,936.05","7,876.37","7,971.87","7,857.25","196.28M","0.28%"
"07/09/2020","7,914.24","7,909.69","7,967.43","7,865.25","53.84K","0.40%"
"07/08/2020","7,882.52","8,036.65","8,037.78","7,864.30","85.72M","-1.94%"
"07/07/2020","8,038.33","7,977.32","8,066.73","7,920.77","68.26M","1.41%"
"07/06/2020","7,926.35","7,905.86","7,989.04","7,899.38","62.73M","0.82%"
"07/03/2020","7,862.25","7,748.26","7,873.28","7,744.44","57.87M","1.62%"
"07/02/2020","7,737.06","7,591.33","7,768.43","7,591.12","93.29M","2.34%"
"07/01/2020","7,559.94","7,599.87","7,631.24","7,544.08","103.52M","-0.12%"
"06/30/2020","7,569.21","7,612.09","7,636.66","7,557.66","158.13K","-0.31%"
"06/29/2020","7,592.93","7,633.01","7,665.03","7,549.57","154.20M","-1.02%"
"06/26/2020","7,671.54","7,421.75","7,695.08","7,421.75","174.87M","4.02%"
"06/25/2020","7,374.79","7,380.10","7,444.84","7,352.15","104.91M","-1.21%"
"06/24/2020","7,465.11","7,577.15","7,591.70","7,449.21","93.97M","-1.20%"
"06/23/2020","7,556.00","7,428.14","7,576.26","7,397.79","80.16M","1.33%"
"06/22/2020","7,456.72","7,458.57","7,486.79","7,426.79","144.94M","0.14%"
"06/19/2020","7,446.47","7,454.97","7,488.68","7,394.89","111.71M","0.02%"
"06/18/2020","7,444.62","7,396.10","7,484.53","7,396.10","188.24M","0.43%"
"06/17/2020","7,413.09","7,365.27","7,445.42","7,340.45","82.51K","0.68%"
"06/16/2020","7,363.38","7,445.92","7,471.97","7,324.39","120.76M","0.44%"
"06/15/2020","7,330.77","7,385.59","7,442.09","7,277.76","118.11M","-0.44%"
"06/12/2020","7,363.13","7,219.46","7,378.93","7,198.79","174.05M","-0.82%"
"06/11/2020","7,424.26","7,598.66","7,599.97","7,411.45","307.01M","-2.19%"
"06/10/2020","7,590.58","7,556.43","7,632.38","7,539.10","137.93M","0.47%"
"06/09/2020","7,555.17","7,636.15","7,696.16","7,537.42","188.69M","-1.10%"
"06/08/2020","7,639.46","7,614.47","7,705.10","7,569.93","235.53M","1.28%"
"06/05/2020","7,542.70","7,601.89","7,601.89","7,493.11","235.63M","0.04%"
"06/04/2020","7,539.60","7,387.51","7,581.49","7,385.23","113.80M","2.28%"
"06/03/2020","7,371.74","7,469.05","7,471.47","7,353.57","151.40M","-0.56%"
"06/02/2020","7,413.36","7,385.07","7,454.97","7,366.11","135.34M","0.78%"
"06/01/2020","7,356.29","7,297.19","7,407.06","7,269.45","84.33M","1.85%"
"05/29/2020","7,222.49","7,237.18","7,293.77","7,150.99","341.64M","-0.95%"
"05/28/2020","7,291.47","7,261.03","7,305.89","7,155.55","104.87M","0.54%"
"05/27/2020","7,252.61","7,093.16","7,276.42","7,039.57","42.41M","2.65%"
"05/26/2020","7,065.49","7,242.92","7,242.92","7,049.48","213.90M","-2.57%"
"05/22/2020","7,251.83","7,127.53","7,278.44","7,120.38","56.17M","1.44%"
"05/21/2020","7,148.93","7,073.62","7,184.22","7,063.57","65.50M","0.91%"
"05/20/2020","7,084.61","7,067.49","7,107.83","7,024.82","88.74M","0.12%"
"05/19/2020","7,076.26","6,879.68","7,088.02","6,874.20","143.48M","2.49%"
"05/18/2020","6,904.28","6,933.12","6,953.96","6,831.77","49.93M","0.53%"
"05/15/2020","6,867.86","6,929.77","6,931.77","6,810.59","47.33M","-0.24%"
"05/14/2020","6,884.33","6,947.27","6,978.84","6,858.59","36.47M","-3.23%"
"05/13/2020","7,114.09","7,258.59","7,258.59","7,050.59","63.92M","0.53%"
"05/12/2020","7,076.80","6,956.94","7,091.91","6,922.94","76.36M","1.30%"
"05/11/2020","6,985.88","6,953.28","7,081.34","6,927.44","109.97M","1.57%"
"05/08/2020","6,877.83","6,944.76","6,945.05","6,856.19","34.08M","0.87%"
"05/07/2020","6,818.62","6,896.94","6,922.26","6,804.61","30.23M","-0.72%"
"05/06/2020","6,868.22","6,909.97","6,956.68","6,820.36","65.25M","-0.02%"
"05/05/2020","6,869.54","6,970.08","7,004.68","6,852.87","37.26M","-0.15%"
"05/04/2020","6,879.71","6,975.37","6,975.37","6,859.98","61.59M","-3.81%"
"04/30/2020","7,152.18","6,955.89","7,191.87","6,945.08","42.15M","5.36%"
"04/29/2020","6,788.37","6,696.92","6,805.11","6,628.25","45.58M","2.43%"
"04/28/2020","6,627.50","6,706.10","6,716.71","6,585.90","39.07M","-0.09%"
"04/27/2020","6,633.78","6,594.21","6,716.88","6,594.10","27.62M","1.32%"
"04/24/2020","6,547.49","6,678.25","6,688.47","6,530.33","40.77M","-2.70%"
"04/23/2020","6,729.15","6,543.53","6,750.04","6,481.34","85.82M","3.93%"
"04/22/2020","6,474.79","6,418.45","6,498.00","6,365.50","51.65M","1.51%"
"04/21/2020","6,378.64","6,410.38","6,442.78","6,349.96","36.13M","-2.72%"
"04/20/2020","6,557.19","6,570.30","6,603.83","6,520.73","38.38M","1.23%"
"04/17/2020","6,477.67","6,577.76","6,624.33","6,452.67","60.32M","1.60%"
"04/16/2020","6,375.52","6,364.73","6,461.48","6,268.91","43.72M","-1.71%"
"04/15/2020","6,486.48","6,572.71","6,654.66","6,467.69","69.53M","0.14%"
"04/13/2020","6,477.12","6,465.04","6,536.54","6,428.15","62.97M","0.06%"
"04/09/2020","6,473.42","6,447.93","6,508.28","6,401.62","21.30M","2.40%"
"04/08/2020","6,321.53","6,338.55","6,516.66","6,295.15","22.22M","-1.35%"
"04/07/2020","6,408.36","6,127.58","6,429.03","6,127.58","20.61M","8.35%"
"04/03/2020","5,914.44","6,095.21","6,112.31","5,892.31","23.23M","-2.25%"
"04/01/2020","6,050.66","6,412.36","6,412.36","6,033.43","24.81M","-5.51%"
"03/31/2020","6,403.40","6,390.96","6,496.17","6,282.70","38.98M","2.83%"
"03/30/2020","6,226.94","6,271.88","6,490.52","6,200.13","27.46M","-2.73%"
"03/27/2020","6,401.44","6,535.39","6,565.09","6,299.80","25.63M","-0.76%"
"03/26/2020","6,450.24","6,284.06","6,521.02","6,181.16","28.64M","4.78%"
"03/25/2020","6,156.12","5,944.80","6,303.60","5,861.50","25.34M","3.05%"
"03/24/2020","5,973.81","5,771.66","6,053.70","5,663.96","43.54M","5.81%"
"03/23/2020","5,645.65","5,824.58","5,958.16","5,618.72","45.58M","-9.56%"
"03/20/2020","6,242.41","5,835.77","6,406.38","5,801.35","64.59M","7.98%"
"03/19/2020","5,781.18","5,687.29","5,932.77","5,491.25","92.39M","-0.97%"
"03/18/2020","5,837.63","6,138.12","6,221.26","5,777.71","251.39M","-3.48%"
"03/17/2020","6,048.29","6,286.11","6,332.35","6,000.70","83.35M","-3.27%"
"03/16/2020","6,252.69","6,675.05","6,675.05","6,209.10","114.41M","-7.44%"
"03/13/2020","6,755.53","6,271.54","6,906.84","5,850.22","138.88M","2.11%"
"03/12/2020","6,615.61","7,001.46","7,001.46","6,586.82","136.46M","-7.97%"
"03/11/2020","7,188.58","7,206.37","7,275.80","7,064.67","105.39M","-1.04%"
"03/09/2020","7,264.43","7,557.31","7,557.31","7,200.19","85.85M","-5.13%"
"03/06/2020","7,657.19","7,709.24","7,709.24","7,594.01","62.11M","-1.67%"
"03/05/2020","7,786.90","7,770.48","7,883.75","7,769.95","66.65M","0.47%"
"03/04/2020","7,750.31","7,718.07","7,776.63","7,650.01","46.92M","1.03%"
"03/03/2020","7,671.22","7,641.53","7,732.07","7,598.46","52.11M","1.28%"
"03/02/2020","7,574.20","7,606.44","7,766.87","7,499.55","39.79M","0.55%"
"02/28/2020","7,532.83","7,806.38","7,806.38","7,506.78","67.10M","-5.07%"
"02/27/2020","7,935.06","8,018.53","8,018.53","7,892.98","76.24M","-0.93%"
"02/26/2020","8,009.20","8,104.87","8,112.51","7,987.48","56.09M","-1.25%"
"02/25/2020","8,110.18","8,074.31","8,147.79","8,051.89","88.21M","0.67%"
"02/24/2020","8,056.30","8,199.90","8,217.21","8,034.65","105.95M","-1.46%"
"02/20/2020","8,175.68","8,242.00","8,271.31","8,160.83","139.68M","-0.58%"
"02/19/2020","8,223.13","8,224.02","8,269.78","8,205.09","146.86M","0.22%"
"02/18/2020","8,205.23","8,216.52","8,232.66","8,153.89","159.76M","-0.17%"
"02/17/2020","8,219.45","8,221.69","8,244.32","8,191.98","102.37M","0.23%"
"02/14/2020","8,200.36","8,187.53","8,255.12","8,173.64","199.82M","0.22%"
"02/13/2020","8,182.10","8,153.88","8,195.68","8,108.35","14.05M","0.81%"
"02/12/2020","8,116.22","8,080.52","8,138.92","8,071.02","80.52M","0.66%"
"02/11/2020","8,062.94","8,078.93","8,101.11","8,054.07","42.37M","0.02%"
"02/10/2020","8,060.94","8,085.57","8,095.24","8,021.74","15.43M","-0.29%"
"02/07/2020","8,084.42","8,082.29","8,093.65","8,037.24","20.46M","0.50%"
"02/06/2020","8,044.19","8,083.86","8,147.06","8,034.63","22.84M","-0.33%"
"02/05/2020","8,070.65","8,027.59","8,081.31","7,973.83","21.69M","0.77%"
"02/04/2020","8,008.78","7,944.83","8,026.35","7,933.92","16.86M","1.51%"
"02/03/2020","7,889.97","8,007.75","8,060.15","7,872.36","27.75M","-1.34%"
"02/01/2020","7,997.13","7,912.85","8,011.19","7,837.93","19.41M","1.08%"
"01/31/2020","7,911.77","7,985.02","8,014.82","7,882.71","20.46M","-0.90%"
"01/30/2020","7,983.75","8,086.44","8,087.17","7,970.08","29.21M","-0.94%"
"01/29/2020","8,059.20","8,060.48","8,106.35","8,045.00","37.48M","0.39%"
"01/28/2020","8,028.26","8,080.08","8,083.20","7,996.56","41.71M","-0.46%"
